projectname;packageandclass;path;Readability;Understandability;Complexity_inv;Modularization_inv;Overall;Code_Health;TD_Time;TD_Ratio;MI;line;cbo;cbod;cboi;cgc;cyc;dac;dit;lcom4;lpc;mll;mnd;mpc;nlam;nle;noa;noc;nod;noi;noi_ic;nolm;nom;non;non_am;non_lm;non_m;nop;nos;nos_am;nos_deeper_4;nos_lm;nos_m;rfc;rfc_ic
jsweet;org.jsweet.transpiler.GlobalBeforeTranslationScanner;jsweet\sourcefiles\transpiler\src\main\java\org\jsweet\transpiler\GlobalBeforeTranslationScanner.java;3;3;1;1;2;7.6;77;0.02;30.821;55;7;5;2;69;47;14;2;1;3;64;5;22;7;5;2;0;0;22;22;7;6;361;60.83333;249;360;1;189;32;24;121;188;28;28
jsweet;org.jsweet.transpiler.JSweetTranspiler;jsweet\sourcefiles\transpiler\src\main\java\org\jsweet\transpiler\JSweetTranspiler.java;1;2;1;0;3;4.07;600;0.02;0.2943;135;52;33;21;287;259;160;0;3;19;104;8;153;158;8;1;0;0;89;90;159;105;2683;29.04124;263;2641;1;1451;15.93814;92;142;1435;194;195
jsweet;org.jsweet.transpiler.model.support.CompilationUnitElementSupport;jsweet\sourcefiles\transpiler\src\main\java\org\jsweet\transpiler\model\support\CompilationUnitElementSupport.java;0;0;3;3;0;10;0;0;66.3237;32;4;2;2;0;3;1;1;0;0;0;0;1;3;0;3;0;0;1;1;3;3;17;5.66667;7;16;2;14;4.66667;0;6;13;4;4
jsweet;org.jsweet.transpiler.ModuleImportDescriptor;jsweet\sourcefiles\transpiler\src\main\java\org\jsweet\transpiler\ModuleImportDescriptor.java;0;0;3;3;0;10;0;0;55.8258;28;3;0;3;0;4;0;0;0;0;0;0;0;7;0;0;0;0;0;0;7;4;22;6;12;21;0;19;5.25;0;9;18;4;4
jsweet;org.jsweet.transpiler.util.ErrorCountTranspilationHandler;jsweet\sourcefiles\transpiler\src\main\java\org\jsweet\transpiler\util\ErrorCountTranspilationHandler.java;0;0;3;3;0;10;0;0;43.9543;30;11;3;8;3;10;3;1;1;0;0;1;3;11;1;2;0;0;3;3;11;7;54;9;33;53;1;35;5.57143;0;16;34;10;10
junit4;junit.extensions.RepeatedTest;junit4\sourcefiles\src\main\java\junit\extensions\RepeatedTest.java;0;0;3;3;0;10;0;0;53.3557;9;5;3;2;4;7;3;2;1;1;9;2;5;5;2;3;0;0;5;5;5;4;43;11;16;42;1;30;7.75;0;12;29;9;9
junit4;junit.extensions.TestDecorator;junit4\sourcefiles\src\main\java\junit\extensions\TestDecorator.java;0;0;3;3;0;10;0;0;56.6921;12;8;3;5;0;6;7;1;1;0;0;0;3;7;0;2;2;5;3;3;7;6;27;5;6;26;2;24;4.5;0;6;23;9;9
junit4;junit.framework.Assert;junit4\sourcefiles\src\main\java\junit\framework\Assert.java;0;0;3;3;0;9.75;108;0.02;21.5303;9;10;2;8;22;61;0;0;2;0;0;1;24;39;1;0;2;87;3;3;39;39;425;32.53846;235;423;0;181;13.76923;0;101;179;42;42
junit4;junit.framework.AssertionFailedError;junit4\sourcefiles\src\main\java\junit\framework\AssertionFailedError.java;0;1;3;3;0;10;0;0;66.4983;6;20;0;20;1;4;0;1;1;0;0;0;1;4;0;1;1;1;0;0;4;3;20;8.5;9;17;1;12;5;0;7;10;3;3
junit4;junit.framework.ComparisonCompactor;junit4\sourcefiles\src\main\java\junit\framework\ComparisonCompactor.java;1;1;2;3;1;10;0;0;40.2742;3;3;1;2;13;20;2;0;1;2;14;2;7;16;2;0;0;0;1;1;16;8;167;22.125;32;160;0;93;13.25;0;19;89;9;9
junit4;junit.framework.JUnit4TestAdapter;junit4\sourcefiles\src\main\java\junit\framework\JUnit4TestAdapter.java;0;0;3;3;0;10;0;0;43.9833;16;35;12;24;4;15;22;0;2;1;12;2;19;15;2;4;0;0;15;15;15;12;89;8.81818;23;88;4;72;7.27273;0;19;71;27;27
junit4;junit.framework.JUnit4TestCaseFacade;junit4\sourcefiles\src\main\java\junit\framework\JUnit4TestCaseFacade.java;0;0;3;3;0;10;20;0.03;59.4327;6;5;4;1;0;5;6;0;3;0;0;0;2;6;0;2;0;0;1;1;6;5;26;5.2;6;25;2;21;4.2;0;6;20;6;6
junit4;junit.framework.TestCase;junit4\sourcefiles\src\main\java\junit\framework\TestCase.java;0;0;2;3;0;9.75;9;0;18.6988;76;92;3;90;9;59;43;1;39;0;0;3;48;52;3;2;74;80;41;41;52;51;446;19.47826;174;445;2;246;10.78261;0;80;245;92;92
junit4;junit.framework.TestResult;junit4\sourcefiles\src\main\java\junit\framework\TestResult.java;0;0;3;3;0;10;4;0;32.0188;17;40;6;35;8;27;27;0;2;4;5;1;17;23;1;0;0;0;8;8;23;18;146;8.77778;19;145;0;113;6.94444;0;14;112;26;26
junit4;junit.textui.TestRunner;junit4\sourcefiles\src\main\java\junit\textui\TestRunner.java;0;0;3;3;0;9.75;136;0.04;29.9478;30;20;7;13;14;30;24;1;8;1;35;5;23;22;2;2;0;0;13;13;22;18;261;18.35714;97;254;1;157;11.14286;18;55;153;31;31
junit4;org.junit.Assume;junit4\sourcefiles\src\main\java\org\junit\Assume.java;0;0;3;3;0;10;5;0;37.2178;35;41;1;40;3;12;0;0;3;0;0;1;7;9;1;0;0;0;3;3;9;9;81;13.33333;23;80;0;43;7;0;12;42;12;12
junit4;org.junit.ComparisonFailure;junit4\sourcefiles\src\main\java\org\junit\ComparisonFailure.java;0;0;2;3;1;10;40;0.02;43.1458;12;4;2;3;13;24;2;1;0;2;14;0;9;8;0;1;0;0;2;1;9;4;191;7.25;11;25;1;115;5.75;0;8;19;6;5
junit4;org.junit.experimental.categories.Categories;junit4\sourcefiles\src\main\java\org\junit\experimental\categories\Categories.java;1;1;2;1;1;9.12;14;0;35.2235;81;37;8;30;55;68;30;3;5;8;9;2;37;10;2;6;0;0;13;10;13;10;468;16.1;30;161;1;283;9.6;0;20;96;23;20
junit4;org.junit.experimental.categories.CategoryFilterFactory;junit4\sourcefiles\src\main\java\org\junit\experimental\categories\CategoryFilterFactory.java;0;0;3;3;0;10;0;0;55.6517;14;9;5;4;2;5;5;0;1;1;8;1;5;3;1;1;3;3;3;3;3;3;33;10.66667;16;32;1;25;8;0;12;24;6;6
junit4;org.junit.experimental.categories.CategoryValidator;junit4\sourcefiles\src\main\java\org\junit\experimental\categories\CategoryValidator.java;0;0;3;3;0;10;1;0;51.8414;27;3;2;1;6;5;2;1;1;2;14;3;2;3;3;1;0;0;1;1;3;2;53;12;24;36;1;31;8.66667;0;19;26;3;3
junit4;org.junit.experimental.max.CouldNotReadCoreException;junit4\sourcefiles\src\main\java\org\junit\experimental\max\CouldNotReadCoreException.java;0;0;3;3;0;10;0;0;71.7327;6;1;0;1;0;1;0;1;0;0;0;0;0;2;0;1;0;0;0;0;2;1;7;4;4;4;1;5;3;0;3;3;1;1
junit4;org.junit.experimental.max.MaxCore;junit4\sourcefiles\src\main\java\org\junit\experimental\max\MaxCore.java;0;1;3;2;1;9.87;32;0.01;33.006;32;14;12;2;16;25;38;0;2;2;6;2;31;15;2;0;0;0;18;18;15;13;201;20;47;198;0;138;13.8;0;29;136;31;31
junit4;org.junit.experimental.max.MaxHistory;junit4\sourcefiles\src\main\java\org\junit\experimental\max\MaxHistory.java;0;1;2;2;0;10;33;0.01;37.903;26;8;7;3;8;24;19;0;5;0;0;3;14;15;3;1;0;0;2;3;17;11;177;9.54545;24;98;1;131;7.09091;0;19;74;13;14
junit4;org.junit.experimental.results.PrintableResult;junit4\sourcefiles\src\main\java\org\junit\experimental\results\PrintableResult.java;0;0;3;3;0;10;0;0;51.7859;22;35;6;29;0;6;6;0;2;0;0;0;10;7;0;0;0;0;7;7;7;6;43;11;15;42;0;31;8;0;9;30;13;13
junit4;org.junit.experimental.results.ResultMatchers;junit4\sourcefiles\src\main\java\org\junit\experimental\results\ResultMatchers.java;0;0;2;3;0;10;5;0;32.2046;16;25;1;24;1;11;6;0;2;0;0;1;5;4;1;0;0;0;1;1;4;4;73;14.4;24;72;0;47;9.2;0;15;46;5;5
junit4;org.junit.experimental.runners.Enclosed;junit4\sourcefiles\src\main\java\org\junit\experimental\runners\Enclosed.java;0;1;3;3;0;9.75;1;0;58.5229;26;9;2;7;3;4;2;3;1;1;9;2;2;2;2;6;0;0;1;1;2;2;29;14;20;28;1;20;9.5;0;14;19;3;3
junit4;org.junit.experimental.theories.internal.AllMembersSupplier;junit4\sourcefiles\src\main\java\org\junit\experimental\theories\internal\AllMembersSupplier.java;1;1;2;3;1;9.5;103;0.02;34.7284;23;13;9;5;40;46;43;1;1;9;28;4;30;16;4;1;1;1;14;16;17;15;310;17.53333;44;259;1;204;11.66667;7;30;171;29;31
junit4;org.junit.experimental.theories.internal.BooleanSupplier;junit4\sourcefiles\src\main\java\org\junit\experimental\theories\internal\BooleanSupplier.java;0;0;3;3;0;10;0;0;31.0853;10;4;3;1;0;1;5;1;0;0;0;0;1;1;0;1;0;0;1;1;1;1;17;8;15;16;1;9;4;0;7;8;2;2
junit4;org.junit.experimental.theories.ParameterSignature;junit4\sourcefiles\src\main\java\org\junit\experimental\theories\ParameterSignature.java;0;1;2;3;0;10;12;0;34.253;13;19;0;19;15;28;0;0;4;3;16;2;9;19;2;0;0;0;0;0;19;16;227;17.61538;55;223;0;125;9.84615;0;28;122;16;16
junit4;org.junit.experimental.theories.suppliers.TestedOnSupplier;junit4\sourcefiles\src\main\java\org\junit\experimental\theories\suppliers\TestedOnSupplier.java;0;0;3;3;0;10;1;0;74.3102;10;4;3;1;1;2;5;1;0;1;10;1;3;1;1;1;0;0;3;3;1;1;22;10.5;20;21;1;16;7.5;0;14;15;4;4
junit4;org.junit.experimental.theories.Theories;junit4\sourcefiles\src\main\java\org\junit\experimental\theories\Theories.java;2;2;1;2;2;9.87;4;0;34.253;21;96;14;82;47;53;41;3;1;5;24;3;49;9;3;6;1;1;16;31;10;9;396;24.11111;50;217;1;253;13.55556;0;26;122;25;40
junit4;org.junit.internal.ArrayComparisonFailure;junit4\sourcefiles\src\main\java\org\junit\internal\ArrayComparisonFailure.java;0;0;3;3;0;10;16;0.01;65.0044;13;3;0;3;2;6;0;1;1;1;8;1;2;7;1;1;0;0;0;0;7;4;52;13;30;49;1;38;9.5;0;22;36;4;4
junit4;org.junit.internal.AssumptionViolatedException;junit4\sourcefiles\src\main\java\org\junit\internal\AssumptionViolatedException.java;0;1;3;3;0;10;40;0.03;47.3894;18;33;0;33;7;12;0;1;1;0;0;2;1;12;2;2;1;1;0;0;12;7;84;28;48;80;2;47;16;0;23;44;7;7
junit4;org.junit.internal.builders.AnnotatedBuilder;junit4\sourcefiles\src\main\java\org\junit\internal\builders\AnnotatedBuilder.java;0;1;2;3;0;10;0;0;51.8459;8;4;3;1;4;6;7;1;1;0;0;2;3;5;2;1;0;0;2;2;5;3;60;19.33333;35;57;1;38;12.33333;0;21;36;5;5
junit4;org.junit.internal.builders.IgnoredBuilder;junit4\sourcefiles\src\main\java\org\junit\internal\builders\IgnoredBuilder.java;0;0;3;3;0;10;0;0;69.6371;7;4;3;1;1;2;2;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;17;8;15;16;1;10;4.5;0;8;9;2;2
junit4;org.junit.internal.builders.IgnoredClassRunner;junit4\sourcefiles\src\main\java\org\junit\internal\builders\IgnoredClassRunner.java;0;0;3;3;0;10;0;0;65.1789;7;4;3;1;0;3;4;1;1;0;0;0;3;4;0;2;0;0;2;2;4;3;19;6.33333;7;18;1;16;5.33333;0;6;15;5;5
junit4;org.junit.internal.builders.JUnit3Builder;junit4\sourcefiles\src\main\java\org\junit\internal\builders\JUnit3Builder.java;0;0;3;3;0;10;0;0;65.3914;7;5;4;1;1;3;3;1;1;0;0;1;2;2;1;1;0;0;1;1;2;2;20;6.33333;11;19;1;14;4.33333;0;8;13;3;3
junit4;org.junit.internal.builders.JUnit4Builder;junit4\sourcefiles\src\main\java\org\junit\internal\builders\JUnit4Builder.java;0;0;3;3;0;10;0;0;77.467;7;4;3;1;0;1;2;1;1;0;0;0;1;1;0;1;0;0;1;1;1;1;8;3.5;6;7;1;6;2.5;0;4;5;2;2
junit4;org.junit.internal.builders.SuiteMethodBuilder;junit4\sourcefiles\src\main\java\org\junit\internal\builders\SuiteMethodBuilder.java;0;0;3;3;0;10;0;0;60.1543;7;5;3;2;2;4;2;1;1;0;0;1;2;2;1;1;0;0;1;1;2;2;27;8.66667;14;26;1;19;6;0;9;18;3;3
junit4;org.junit.internal.Classes;junit4\sourcefiles\src\main\java\org\junit\internal\Classes.java;1;2;3;3;1;10;5;0.02;43.2975;8;3;0;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;12;5.5;10;11;0;8;3.5;0;6;7;1;1
junit4;org.junit.internal.ExactComparisonCriteria;junit4\sourcefiles\src\main\java\org\junit\internal\ExactComparisonCriteria.java;0;0;3;3;0;10;0;0;68.2869;5;2;2;1;0;1;2;1;1;0;0;0;1;1;0;1;0;0;1;1;1;1;9;4;7;8;1;6;2.5;0;4;5;2;2
junit4;org.junit.internal.MethodSorter;junit4\sourcefiles\src\main\java\org\junit\internal\MethodSorter.java;0;0;3;3;0;10;10;0.01;77.9128;9;7;0;7;9;10;0;0;0;0;0;1;5;5;1;0;0;0;2;2;5;3;83;11.33333;18;34;0;55;7.33333;0;11;22;5;5
junit4;org.junit.internal.runners.InitializationError;junit4\sourcefiles\src\main\java\org\junit\internal\runners\InitializationError.java;0;0;3;2;0;10;15;0.03;62.0911;11;3;0;3;0;4;0;1;0;0;0;0;2;6;0;1;0;0;0;0;6;4;24;10.5;17;20;1;18;8;0;12;15;4;4
junit4;org.junit.internal.runners.JUnit38ClassRunner;junit4\sourcefiles\src\main\java\org\junit\internal\runners\JUnit38ClassRunner.java;0;1;2;3;1;10;15;0;34.188;23;26;18;8;25;37;67;1;1;2;16;4;39;13;3;4;1;2;21;25;14;12;277;19.36364;73;212;3;191;13.18182;15;47;144;33;37
junit4;org.junit.internal.runners.MethodRoadie;junit4\sourcefiles\src\main\java\org\junit\internal\runners\MethodRoadie.java;2;1;1;3;1;10;66;0.02;38.5168;26;11;7;4;27;32;13;0;1;2;17;4;25;13;3;0;0;0;14;14;13;9;218;25.22222;54;216;0;165;19.33333;9;38;163;23;23
junit4;org.junit.internal.runners.model.MultipleFailureException;junit4\sourcefiles\src\main\java\org\junit\internal\runners\model\MultipleFailureException.java;0;0;3;3;0;10;20;0.07;78.2994;6;1;1;1;0;1;1;2;0;0;0;0;1;2;0;2;0;0;1;1;2;1;8;4;4;4;1;6;3;0;3;3;2;2
junit4;org.junit.internal.runners.statements.ExpectException;junit4\sourcefiles\src\main\java\org\junit\internal\runners\statements\ExpectException.java;0;1;2;3;0;10;25;0.03;52.39;6;3;2;1;5;6;5;1;1;0;0;2;1;4;2;1;0;0;1;1;4;2;52;26.5;44;51;1;34;17.5;0;28;33;3;3
junit4;org.junit.internal.runners.statements.Fail;junit4\sourcefiles\src\main\java\org\junit\internal\runners\statements\Fail.java;0;0;3;3;0;10;0;0;70.0343;5;2;1;1;0;2;1;1;1;0;0;0;0;3;0;1;0;0;0;0;3;2;11;5.5;6;10;1;10;5;0;5;9;2;2
junit4;org.junit.internal.runners.statements.InvokeMethod;junit4\sourcefiles\src\main\java\org\junit\internal\runners\statements\InvokeMethod.java;0;0;3;3;0;10;0;0;68.0208;6;3;2;1;0;2;4;1;1;0;0;0;1;4;0;1;0;0;1;1;4;2;14;7.5;9;13;1;12;6.5;0;7;11;3;3
junit4;org.junit.internal.runners.statements.RunAfters;junit4\sourcefiles\src\main\java\org\junit\internal\runners\statements\RunAfters.java;0;0;2;3;0;10;1;0;54.7604;10;5;3;2;4;5;9;1;1;1;12;3;3;5;3;1;0;0;3;3;5;2;38;20;28;37;1;31;16.5;0;24;30;5;5
junit4;org.junit.internal.runners.TestClass;junit4\sourcefiles\src\main\java\org\junit\internal\runners\TestClass.java;0;0;3;3;0;10;32;0.01;38.7812;23;5;1;4;18;25;1;0;1;5;17;3;6;13;3;0;0;0;1;1;13;12;148;13.63636;55;146;0;101;9.36;0;34;99;13;13
junit4;org.junit.internal.runners.TestMethod;junit4\sourcefiles\src\main\java\org\junit\internal\runners\TestMethod.java;0;0;3;3;0;10;12;0.01;47.181;20;4;2;2;4;12;4;0;1;0;0;1;4;11;1;0;0;0;3;3;11;9;84;9.77778;21;82;0;55;6.56;0;12;53;12;12
junit4;org.junit.internal.TextListener;junit4\sourcefiles\src\main\java\org\junit\internal\TextListener.java;0;1;3;3;0;10;0;0;39.1336;12;8;5;3;8;17;11;1;1;1;7;1;15;13;1;1;0;0;8;8;13;12;158;14.63636;44;157;1;99;9.27;0;24;98;20;20
junit4;org.junit.rules.ExternalResource;junit4\sourcefiles\src\main\java\org\junit\rules\ExternalResource.java;1;0;3;3;0;10;20;0.03;54.7604;37;10;3;7;0;5;7;0;1;0;0;2;5;4;2;1;3;3;1;1;4;4;28;5.4;16;27;1;24;4.6;0;14;23;5;5
junit4;org.junit.rules.Stopwatch;junit4\sourcefiles\src\main\java\org\junit\rules\Stopwatch.java;1;0;3;3;0;10;30;0.02;39.3864;76;8;3;5;0;17;12;1;4;0;0;0;8;19;0;2;1;1;0;0;19;17;103;8.07692;13;102;1;71;5.62;0;9;70;17;17
junit4;org.junit.rules.TemporaryFolder;junit4\sourcefiles\src\main\java\org\junit\rules\TemporaryFolder.java;0;1;2;2;0;10;22;0.01;35.0634;29;21;1;20;10;23;1;1;1;2;12;2;8;17;2;2;0;0;0;0;17;15;140;12.90909;40;139;1;92;8.55;0;24;91;15;15
junit4;org.junit.rules.TestName;junit4\sourcefiles\src\main\java\org\junit\rules\TestName.java;0;0;3;3;0;10;0;0;67.3694;27;12;2;10;0;2;2;1;1;0;0;0;1;3;0;2;0;0;1;1;3;2;12;4;7;11;1;11;3.67;0;6;10;3;3
junit4;org.junit.rules.TestWatcher;junit4\sourcefiles\src\main\java\org\junit\rules\TestWatcher.java;0;1;3;3;0;10;1;0;40.0192;46;33;5;28;9;19;19;0;1;0;0;2;13;11;2;1;14;15;2;2;11;11;108;8.91667;32;107;1;77;6.33;0;25;76;13;13
junit4;org.junit.runner.Description;junit4\sourcefiles\src\main\java\org\junit\runner\Description.java;0;0;3;3;0;9.75;42;0.01;25.1371;30;179;0;179;14;40;0;0;7;2;10;2;10;36;2;1;0;0;0;0;36;27;274;13.09524;39;259;1;170;8.43;0;21;164;27;27
junit4;org.junit.runner.FilterFactories;junit4\sourcefiles\src\main\java\org\junit\runner\FilterFactories.java;1;1;2;3;0;10;10;0.01;43.0408;11;8;6;2;4;8;12;0;1;0;0;1;7;5;1;0;0;0;4;4;5;5;78;19.25;33;77;0;49;12;0;23;48;9;9
junit4;org.junit.runner.FilterFactoryParams;junit4\sourcefiles\src\main\java\org\junit\runner\FilterFactoryParams.java;0;0;3;3;0;10;0;0;66.296;3;8;0;8;1;3;0;0;0;0;0;1;0;3;1;0;0;0;0;0;3;2;16;8;12;15;0;12;6;0;8;11;2;2
junit4;org.junit.runner.JUnitCore;junit4\sourcefiles\src\main\java\org\junit\runner\JUnitCore.java;0;0;3;3;0;10;0;0;35.5279;24;72;13;60;1;14;27;0;2;0;0;1;30;14;1;0;0;0;17;17;14;13;114;13;46;113;0;78;8.78;0;35;77;30;30
junit4;org.junit.runner.manipulation.Filter;junit4\sourcefiles\src\main\java\org\junit\runner\manipulation\Filter.java;0;1;2;3;1;10;0;0;44.9214;17;45;3;42;11;20;11;0;5;1;8;3;11;6;3;0;14;16;5;5;6;5;109;14;35;84;0;78;9.83;0;28;59;10;10
junit4;org.junit.runner.manipulation.Sorter;junit4\sourcefiles\src\main\java\org\junit\runner\manipulation\Sorter.java;0;1;3;3;0;10;5;0.01;56.387;13;9;2;7;1;5;12;0;2;0;0;1;3;5;1;1;0;0;1;1;5;3;34;7.66667;10;22;1;22;5.33;0;6;15;4;4
junit4;org.junit.runner.notification.RunListener;junit4\sourcefiles\src\main\java\org\junit\runner\notification\RunListener.java;0;0;3;3;0;10;155;0.18;48.8303;52;48;3;46;0;7;7;0;7;0;0;0;0;7;0;0;21;24;0;0;8;7;31;2.75;3;22;0;19;1.88;0;2;15;7;7
junit4;org.junit.runner.notification.RunNotifier;junit4\sourcefiles\src\main\java\org\junit\runner\notification\RunNotifier.java;0;2;2;1;1;10;25;0.01;31.9196;21;45;7;39;12;33;40;0;7;2;15;3;22;15;3;0;0;0;9;9;16;13;194;11.85714;20;158;0;136;8;0;15;108;22;22
junit4;org.junit.runner.notification.StoppedByUserException;junit4\sourcefiles\src\main\java\org\junit\runner\notification\StoppedByUserException.java;0;0;3;3;0;10;0;0;0;10;3;0;3;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;4;1;1;1;1;3;1;0;1;1;0;0
junit4;org.junit.runner.notification.SynchronizedRunListener;junit4\sourcefiles\src\main\java\org\junit\runner\notification\SynchronizedRunListener.java;0;0;3;3;0;10;0;0;41.697;23;7;4;3;2;13;11;1;1;0;0;1;7;13;1;1;0;0;7;7;13;11;93;9.81818;22;91;1;66;7.36;0;13;64;18;18
junit4;org.junit.runner.Runner;junit4\sourcefiles\src\main\java\org\junit\runner\Runner.java;0;0;3;3;0;10;0;0;71.737;22;60;3;57;0;3;3;0;2;0;0;0;2;3;0;1;10;29;1;1;3;3;10;2.25;5;9;1;9;2;0;5;8;4;4
junit4;org.junit.runners.BlockJUnit4ClassRunner;junit4\sourcefiles\src\main\java\org\junit\runners\BlockJUnit4ClassRunner.java;0;0;3;2;0;10;46;0.01;21.6237;55;36;18;18;21;53;70;2;1;1;9;2;59;34;2;5;7;8;29;29;34;33;394;11.90909;34;393;1;253;7.64;0;30;252;62;62
junit4;org.junit.runners.model.FrameworkField;junit4\sourcefiles\src\main\java\org\junit\runners\model\FrameworkField.java;0;0;3;3;0;10;0;0;45.603;14;11;1;10;1;11;1;1;1;0;0;1;2;11;1;2;0;0;0;0;11;10;60;6.6;13;59;1;53;5.9;0;8;52;10;10
junit4;org.junit.runners.model.RunnerBuilder;junit4\sourcefiles\src\main\java\org\junit\runners\model\RunnerBuilder.java;0;0;3;3;0;10;22;0.02;44.3252;39;19;3;16;5;11;8;0;1;1;9;2;8;8;2;0;8;8;2;2;8;7;72;12.16667;36;71;0;51;8.5;0;26;50;9;9
junit4;org.junit.runners.model.TestTimedOutException;junit4\sourcefiles\src\main\java\org\junit\runners\model\TestTimedOutException.java;0;0;3;3;0;10;0;0;54.6315;11;4;0;4;0;3;0;1;0;0;0;0;0;6;0;1;0;0;0;0;6;3;23;7.33333;14;20;1;18;6;0;10;16;3;3
junit4;org.junit.runners.parameterized.BlockJUnit4ClassRunnerWithParameters;junit4\sourcefiles\src\main\java\org\junit\runners\parameterized\BlockJUnit4ClassRunnerWithParameters.java;1;1;2;2;1;9.87;105;0.03;33.6582;19;10;9;1;21;24;11;3;2;3;29;4;21;14;3;6;0;0;16;16;14;12;233;19.58333;83;232;1;141;11.92;3;37;140;28;28
junit4;org.junit.runners.parameterized.BlockJUnit4ClassRunnerWithParametersFactory;junit4\sourcefiles\src\main\java\org\junit\runners\parameterized\BlockJUnit4ClassRunnerWithParametersFactory.java;0;0;3;3;0;10;0;0;77.467;12;6;5;1;0;1;3;0;1;0;0;0;1;1;0;1;0;0;1;1;1;1;7;3;5;6;1;5;2;0;3;4;2;2
junit4;org.junit.runners.parameterized.TestWithParameters;junit4\sourcefiles\src\main\java\org\junit\runners\parameterized\TestWithParameters.java;0;0;3;3;0;10;0;0;42.9283;17;7;1;6;5;14;4;0;2;0;0;1;4;11;1;0;0;0;3;3;11;8;104;14.375;36;103;0;62;9.13;0;22;61;11;11
junit4;org.junit.validator.AnnotationsValidator;junit4\sourcefiles\src\main\java\org\junit\validator\AnnotationsValidator.java;1;1;2;2;1;10;7;0;54.1373;21;13;11;2;5;15;25;0;1;3;16;1;15;2;1;1;0;0;1;7;6;1;118;7.5;14;15;1;85;5.5;0;10;11;2;8
junit4;org.junit.validator.AnnotationValidator;junit4\sourcefiles\src\main\java\org\junit\validator\AnnotationValidator.java;0;0;3;3;0;10;0;0;54.8312;20;15;3;12;0;3;3;0;3;0;0;0;0;4;0;0;4;4;0;0;4;3;23;4.75;6;19;0;13;2.5;0;3;10;3;3